,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
499,Multi-family home for sale,1250000,7,4.0,2680.0,40.647,-74.014,7.893945138235959,14.038654909278163,4.0,Sunset Park,Kings County
500,Townhouse for sale,1499999,4,2.0,2264.0,40.609,-73.929,7.725330037917135,14.22097566607244,2.0,Marine Park,Kings County
501,Multi-family home for sale,1488000,6,2.0,2680.0,40.624,-74.011,7.893945138235959,14.212944166417959,2.0,Dyker Heights,Kings County
502,Land for sale,285000,3,2.3738608579684373,950.0,40.561,-73.921,6.85751406254539,12.560247968016562,2.0,Breezy Point,Queens County
503,Multi-family home for sale,699000,3,3.0,2680.0,40.679,-73.813,7.893945138235959,13.457407451830088,3.0,Jamaica,Queens County
504,House for sale,924900,3,2.0,1404.0,40.609,-73.978,7.247792581767846,13.737441983739734,2.0,Bensonhurst,Kings County
505,Foreclosure,560000,4,2.0,2318.0,40.806,-73.923,7.7488913372555315,13.235693848424024,2.0,Mott Haven,Bronx County
506,Pending,309000,3,2.0,1566.0,40.667,-73.848,7.356918242356021,12.6410997921206,2.0,Howard Beach,Queens County
507,Multi-family home for sale,925000,4,2.3738608579684373,2160.0,40.862,-73.842,7.6783263565068856,13.73755009757506,2.0,Pelham Gardens,Bronx County
508,House for sale,999000,4,2.0,1728.0,40.737,-73.791,7.455298485683291,13.81451105863119,2.0,Flushing,Queens County
509,Condo for sale,699000,2,2.0,833.0,40.787,-73.779,6.726233402358747,13.457407451830088,2.0,Bayside,Queens County
510,Co-op for sale,278500,2,1.0,900.0,40.727,-73.859,6.803505257608338,12.537176929007302,1.0,Rego Park,Queens County
511,Co-op for sale,738000,3,2.0,900.0,40.76,-73.965,6.803505257608338,13.511700458595241,2.0,Manhattan,New York County
512,House for sale,900000,4,4.0,2700.0,40.611,-73.82,7.901377353792616,13.710151153416941,4.0,Broad Channel,Queens County
513,Co-op for sale,369000,1,1.0,1470.0,40.576,-73.842,7.293697720601438,12.818554633046093,1.0,Rockaway Park,Queens County
514,House for sale,609000,3,2.0,1620.0,40.817,-73.801,7.390798521735676,13.31957518872681,2.0,East Bronx,Bronx County
515,Condo for sale,758000,3,2.0,1278.0,40.793,-73.845,7.153833801578843,13.538439983884853,2.0,College Point,Queens County
516,Condo for sale,728000,3,2.0,1890.0,40.551,-74.193,7.544861068658458,13.498057700804253,2.0,Rossville,Richmond County
517,House for sale,314900,3,3.0,1200.0,40.674,-73.888,7.0909098220799835,12.66001358269538,3.0,East New York,Kings County
518,House for sale,2848000,6,2.3738608579684373,4443.0,40.72,-73.779,8.39931015075952,14.862127902637537,2.0,Jamaica,Queens County
519,House for sale,1298000,3,2.0,2046.0,40.724,-73.875,7.624130585661289,14.0763359466619,2.0,Flushing,Queens County
520,Co-op for sale,1095000,4,4.0,2500.0,40.756,-73.721,7.824445930877619,13.90626583447433,4.0,Little Neck,Queens County
521,Condo for sale,434900,3,2.0,1286.0,40.609,-74.161,7.160069207596127,12.982873697962253,2.0,Bulls Head,Richmond County
522,Co-op for sale,375000,2,2.0,1350.0,40.894,-73.909,7.208600337960199,12.834683971615659,2.0,Hudson Hill,Bronx County
523,Townhouse for sale,4680000,3,4.0,2400.0,40.749,-73.978,7.783640596221253,15.35880888156902,4.0,Manhattan,New York County
524,Co-op for sale,549000,2,2.0,1200.0,40.725,-73.846,7.0909098220799835,13.215855541983634,2.0,Forest Hills,Queens County
525,House for sale,549000,3,1.0,1400.0,40.637,-74.112,7.244941546337007,13.215855541983634,1.0,Randall Manor,Richmond County
526,House for sale,950000,3,2.0,1520.0,40.716,-73.856,7.327123292259293,13.76421831620775,2.0,Flushing,Queens County
527,Condo for sale,388000,3,1.0,1100.0,40.716,-73.985,7.00397413672268,12.868763195921677,1.0,Manhattan,New York County
528,Townhouse for sale,5600000,6,6.0,4917.0,40.738,-73.987,8.500657222776137,15.53827733427679,6.0,Manhattan,New York County
529,Multi-family home for sale,1600000,8,6.0,3472.0,40.719,-73.863,8.152774052744075,14.285514812209815,6.0,Flushing,Queens County
530,Townhouse for sale,6995000,5,2.3738608579684373,3912.0,40.773,-73.956,8.272059622210412,15.760706309040964,2.0,Manhattan,New York County
531,Multi-family home for sale,1399000,6,2.0,2680.0,40.722,-73.884,7.893945138235959,14.151268968443645,2.0,Middle Village,Queens County
532,House for sale,399000,3,2.3738608579684373,1350.0,40.68,-73.823,7.208600337960199,12.896719202134523,2.0,Jamaica,Queens County
533,Pending,529900,1,1.0,630.0,40.699,-73.988,6.447305862541213,13.180445475627591,1.0,Downtown Brooklyn,Kings County
534,Pending,999000,5,2.0,1566.0,40.723,-73.894,7.356918242356021,13.81451105863119,2.0,Flushing,Queens County
535,Condo for sale,575000,2,2.0,1100.0,40.737,-73.878,7.00397413672268,13.26212705890841,2.0,Elmhurst,Queens County
536,Pending,659900,3,4.0,1566.0,40.786,-73.776,7.356918242356021,13.399845102751483,4.0,Bayside,Queens County
537,Townhouse for sale,2200000,6,3.0,2385.0,40.662,-73.986,7.777373602657861,14.603968372873895,3.0,Park Slope,Kings County
538,Multi-family home for sale,898888,5,2.0,1550.0,40.728,-73.716,7.346655163176539,13.708914835307842,2.0,Jamaica,Queens County
539,House for sale,1250000,5,4.0,3427.0,40.54,-74.223,8.13973227971767,14.038654909278163,4.0,Charleston,Richmond County
540,Multi-family home for sale,1188000,3,2.0,2240.0,40.609,-73.998,7.714677473800927,13.987782620655215,2.0,Bensonhurst,Kings County
541,Multi-family home for sale,869999,5,3.0,2080.0,40.601,-74.131,7.640603826393634,13.676248490630767,3.0,Manor Heights,Richmond County
542,Co-op for sale,219000,3,1.0,1050.0,40.599,-73.933,6.957497370876951,12.296831574998258,1.0,Gerritsen Beach,Kings County
543,House for sale,210000,3,2.3738608579684373,1840.0,40.665,-73.884,7.518064181233078,12.25486757159303,2.0,East New York,Kings County
544,Multi-family home for sale,799000,6,2.0,2680.0,40.667,-73.869,7.893945138235959,13.591117476312084,2.0,East New York,Kings County
545,Co-op for sale,298000,3,2.0,1100.0,40.836,-73.865,7.00397413672268,12.604852121186608,2.0,East Bronx,Bronx County
546,House for sale,1248888,4,4.0,3500.0,40.565,-74.124,8.160803920954665,14.037764914061567,4.0,Oakwood,Richmond County
547,Pending,1075000,2,2.0,955.0,40.806,-73.955,6.862757913051401,13.887832149776026,2.0,Manhattan,New York County
548,Pending,1695000,2,2.0,1572.0,40.675,-73.955,7.360739903058278,14.343193888767015,2.0,Crown Heights,Kings County
549,Condo for sale,3795000,3,2.0,1887.0,40.703,-73.991,7.543273346705446,15.149195232316444,2.0,Dumbo,Kings County
550,Condo for sale,550000,2,2.0,1100.0,40.714,-73.896,7.00397413672268,13.217675375388819,2.0,Flushing,Queens County
551,Co-op for sale,775000,3,1.0,900.0,40.731,-74.005,6.803505257608338,13.560619598657233,1.0,Manhattan,New York County
552,Foreclosure,249900,2,2.0,800.0,40.619,-74.107,6.68586094706836,12.428820118415677,2.0,Castleton Corners,Richmond County
553,House for sale,650000,4,1.0,1152.0,40.566,-74.153,7.050122520269059,13.384729180332174,1.0,Great Kills,Richmond County
554,Co-op for sale,410000,1,1.0,900.0,40.625,-74.04,6.803505257608338,12.923914877701906,1.0,Fort Hamilton,Kings County
555,Multi-family home for sale,1650000,9,5.0,4320.0,40.591,-73.982,8.371242135931933,14.316286451937186,5.0,Gravesend,Kings County
556,Pending,1600000,2,2.0,1100.0,40.745,-73.994,7.00397413672268,14.285514812209815,2.0,Manhattan,New York County
557,Co-op for sale,325000,2,1.0,900.0,40.728,-73.849,6.803505257608338,12.691583538230217,1.0,Forest Hills,Queens County
558,Contingent,275000,2,1.0,900.0,40.574,-74.12,6.803505257608338,12.524530013005734,1.0,New Dorp,Richmond County
559,House for sale,700000,3,2.0,1620.0,40.884,-73.903,7.390798521735676,13.45883704259595,2.0,Kingsbridge,Bronx County
560,House for sale,930000,3,2.0,1728.0,40.756,-73.902,7.455298485683291,13.742940940397677,2.0,Flushing,Queens County
561,Condo for sale,379000,1,2.0,704.0,40.845,-73.784,6.558197802812269,12.84529412258351,2.0,City Island,Bronx County
562,House for sale,1150000,3,2.3738608579684373,1376.0,40.615,-73.979,7.227662498728654,13.955273369904273,2.0,Mapleton,Kings County
563,Co-op for sale,568888,3,2.0,1100.0,40.732,-73.859,7.00397413672268,13.251440614991951,2.0,Rego Park,Queens County
564,House for sale,1200000,4,3.0,2052.0,40.592,-74.109,7.627057417018934,13.997832948091215,3.0,Todt Hill,Richmond County
565,Foreclosure,899900,3,3.0,2550.0,40.55,-74.171,7.844240718141811,13.710040036256004,3.0,Arden Heights,Richmond County
566,Condo for sale,799999,3,2.0,1200.0,40.786,-73.787,7.0909098220799835,13.592367006650065,2.0,Bayside,Queens County
567,Multi-family home for sale,300000,3,4.0,2680.0,40.66,-73.916,7.893945138235959,12.611541086966115,4.0,Brownsville,Kings County
568,Foreclosure,750000,4,3.0,3098.0,40.576,-74.123,8.038834757787749,13.527829818844937,3.0,New Dorp,Richmond County
569,House for sale,669999,4,2.0,1196.0,40.56,-74.159,7.087573705557973,13.415032991367148,2.0,Great Kills,Richmond County
570,Contingent,575000,2,1.0,1200.0,40.634,-74.094,7.0909098220799835,13.26212705890841,1.0,Mid Island,Richmond County
571,Co-op for sale,299000,3,1.0,900.0,40.599,-73.935,6.803505257608338,12.608202196848836,1.0,Sheepshead Bay,Kings County
572,House for sale,548800,3,4.0,1440.0,40.641,-74.086,7.273092595999522,13.215491177549588,4.0,Mid Island,Richmond County
573,Townhouse for sale,28500000,7,9.0,12300.0,40.77,-73.968,9.113388845899733,16.929025911619092,9.0,Manhattan,New York County
574,Co-op for sale,259000,2,1.0,900.0,40.704,-73.834,6.803505257608338,12.464587201678082,1.0,Kew Gardens,Queens County
575,Co-op for sale,425000,2,1.0,900.0,40.723,-73.85,6.803505257608338,12.959846800844963,1.0,Forest Hills,Queens County
576,House for sale,950000,4,2.0,2200.0,40.68,-73.89,7.696667081526462,13.76421831620775,2.0,Cypress Hills,Kings County
577,Co-op for sale,185000,2,1.0,600.0,40.834,-73.943,6.398594934535208,12.128116509451258,1.0,Manhattan,New York County
578,House for sale,1688888,4,3.0,2364.0,40.777,-73.746,7.768533300926033,14.339581474269757,3.0,Douglaston,Queens County
579,Multi-family home for sale,689000,6,3.0,2680.0,40.868,-73.89,7.893945138235959,13.442998001373553,3.0,West Bronx,Bronx County
580,Co-op for sale,419000,2,1.0,900.0,40.731,-73.819,6.803505257608338,12.945628585536271,1.0,Flushing,Queens County
581,House for sale,1199000,4,2.0,1728.0,40.578,-73.947,7.455298485683291,13.99699926803766,2.0,Manhattan Beach,Kings County
582,House for sale,2150000,4,2.3738608579684373,1728.0,40.579,-73.943,7.455298485683291,14.580978865220017,2.0,Manhattan Beach,Kings County
583,House for sale,899000,3,4.0,2208.0,40.596,-74.168,7.700295203420117,13.70903942580019,4.0,Bulls Head,Richmond County
584,House for sale,675000,3,2.0,1728.0,40.712,-73.745,7.455298485683291,13.42246945133505,2.0,Jamaica,Queens County
585,Co-op for sale,875000,2,1.0,900.0,40.748,-73.982,6.803505257608338,13.681980308196241,1.0,Manhattan,New York County
586,House for sale,899000,2,1.0,1130.0,40.76,-73.997,7.030857476116121,13.70903942580019,1.0,Manhattan,New York County
587,Co-op for sale,219000,2,1.0,900.0,40.7,-73.854,6.803505257608338,12.296831574998258,1.0,Woodhaven,Queens County
588,Co-op for sale,120000,2,1.0,600.0,40.868,-73.883,6.398594934535208,11.813037464800539,1.0,West Bronx,Bronx County
589,Condo for sale,470000,2,1.0,1100.0,40.864,-73.923,7.00397413672268,13.060490101343552,1.0,Manhattan,New York County
590,Co-op for sale,229000,2,1.0,950.0,40.9,-73.862,6.85751406254539,12.34148164933907,1.0,East Bronx,Bronx County
591,Pending,1199000,5,4.0,1566.0,40.709,-73.834,7.356918242356021,13.99699926803766,4.0,Kew Gardens,Queens County
592,Multi-family home for sale,1498000,9,8.0,2961.0,40.578,-74.006,7.993619994827744,14.21964211061582,8.0,Seagate,Kings County
593,Condo for sale,2000000,4,3.0,2000.0,40.756,-73.964,7.601402334583733,14.508658238524095,3.0,Manhattan,New York County
594,Condo for sale,50000000,6,6.0,6569.0,40.727,-74.009,8.790269111478656,16.929025911619092,6.0,Manhattan,New York County
595,House for sale,550000,3,2.0,1728.0,40.663,-73.845,7.455298485683291,13.217675375388819,2.0,Jamaica,Queens County
596,Pending,499000,3,1.0,1176.0,40.627,-74.126,7.0707241072602764,13.120363378739663,1.0,Castleton Corners,Richmond County
597,Multi-family home for sale,800000,6,3.0,2202.0,40.891,-73.853,7.697575346802343,13.592368256649284,3.0,East Bronx,Bronx County
598,Co-op for sale,239000,2,1.0,798.0,40.665,-73.849,6.683360945766275,12.384223015005313,1.0,Howard Beach,Queens County
599,House for sale,674999,3,2.0,1440.0,40.539,-74.223,7.273092595999522,13.422467969854667,2.0,Charleston,Richmond County
600,Townhouse for sale,14000000,5,2.3738608579684373,7200.0,40.696,-73.993,8.881975184248867,16.454567959008102,2.0,Brooklyn Heights,Kings County
601,House for sale,1228000,3,2.0,950.0,40.774,-73.807,6.85751406254539,14.02089820202114,2.0,Flushing,Queens County
602,Condo for sale,880000,4,4.0,2400.0,40.793,-73.847,7.783640596221253,13.68767832281738,4.0,College Point,Queens County
603,Co-op for sale,369888,2,2.0,900.0,40.727,-73.855,6.803505257608338,12.820958239611405,2.0,Rego Park,Queens County
604,Co-op for sale,500000,2,2.0,900.0,40.762,-73.97,6.803505257608338,13.122365377402328,2.0,Manhattan,New York County
605,Multi-family home for sale,499000,4,3.0,2680.0,40.714,-73.755,7.893945138235959,13.120363378739663,3.0,Hollis,Queens County
606,House for sale,2998888,5,2.3738608579684373,3800.0,40.778,-73.771,8.24301946898925,14.913752444708727,2.0,Bayside,Queens County
607,Co-op for sale,175849,2,1.0,850.0,40.879,-73.918,6.7464121285733745,12.077386637902128,1.0,Spuyten Duyvil,Bronx County
608,Multi-family home for sale,499000,3,2.0,1445.0,40.637,-74.122,7.27655640271871,13.120363378739663,2.0,Staten Island,Richmond County
609,Multi-family home for sale,899975,6,3.0,1952.0,40.891,-73.853,7.577121930876679,13.710123375284219,3.0,East Bronx,Bronx County
610,House for sale,1474000,4,2.0,2050.0,40.711,-73.849,7.62608275807238,14.20349103015724,2.0,Flushing,Queens County
611,House for sale,2750000,6,5.0,6300.0,40.546,-74.148,8.748463629942055,14.827111833279051,5.0,Great Kills,Richmond County
612,House for sale,3999000,3,2.3738608579684373,3428.0,40.62,-74.014,8.14002395246292,15.20155513789144,2.0,Dyker Heights,Kings County
613,House for sale,1288000,4,2.0,1700.0,40.725,-73.795,7.438971592395862,14.06860196204365,2.0,Flushing,Queens County
614,Foreclosure,499000,4,2.0,1428.0,40.662,-73.891,7.264730177929867,13.120363378739663,2.0,East New York,Kings County
615,House for sale,989000,4,4.0,2400.0,40.566,-74.105,7.783640596221253,13.804450621726684,4.0,New Dorp Beach,Richmond County
616,House for sale,650000,3,2.0,1728.0,40.607,-74.093,7.455298485683291,13.384729180332174,2.0,Todt Hill,Richmond County
617,Contingent,1999999,4,4.0,4803.0,40.527,-74.19,8.477204183199873,14.508657738524219,4.0,Prince's Bay,Richmond County
618,Townhouse for sale,5990000,4,4.0,3750.0,40.736,-74.006,8.229777750081887,15.605602137036527,4.0,Manhattan,New York County
619,Co-op for sale,1235000,3,2.0,900.0,40.88,-73.922,6.803505257608338,14.026582337760486,2.0,Spuyten Duyvil,Bronx County
620,Co-op for sale,785000,1,1.0,900.0,40.747,-73.981,6.803505257608338,13.573440270649085,1.0,Manhattan,New York County
621,Co-op for sale,750000,3,2.0,1750.0,40.837,-73.947,7.467942332285852,13.527829818844937,2.0,Manhattan,New York County
622,Multi-family home for sale,1400000,3,3.0,2680.0,40.777,-73.916,7.893945138235959,14.151983508870947,3.0,Astoria,Queens County
623,Multi-family home for sale,865000,6,3.0,2464.0,40.83,-73.826,7.80994708647679,13.670485941982712,3.0,East Bronx,Bronx County
624,Co-op for sale,324000,1,1.0,900.0,40.751,-73.881,6.803505257608338,12.688501881189456,1.0,Jackson Heights,Queens County
625,House for sale,1100000,3,4.0,3750.0,40.514,-74.236,8.229777750081887,13.910821646859095,4.0,Tottenville,Richmond County
626,Multi-family home for sale,2295000,3,7.0,2680.0,40.576,-74.01,7.893945138235959,14.646243837206535,7.0,Seagate,Kings County
627,House for sale,8950000,4,2.0,2570.0,40.699,-73.993,7.852050207265889,16.007164201982874,2.0,Brooklyn Heights,Kings County
628,Multi-family home for sale,1348888,3,4.0,2450.0,40.543,-74.182,7.804251383528112,14.114791848631727,4.0,Woodrow,Richmond County
629,Co-op for sale,220000,2,1.0,850.0,40.905,-73.906,6.7464121285733745,12.301387370778713,1.0,North Riverdale,Bronx County
630,Co-op for sale,185000,1,1.0,900.0,40.685,-73.914,6.803505257608338,12.128116509451258,1.0,Ocean Hill,Kings County
631,House for sale,499000,2,2.0,1350.0,40.898,-73.863,7.208600337960199,13.120363378739663,2.0,East Bronx,Bronx County
632,Multi-family home for sale,999999,4,3.0,1980.0,40.62,-74.031,7.591357046698551,13.815510557964274,3.0,Fort Hamilton,Kings County
633,Townhouse for sale,4995000,2,2.0,2000.0,40.732,-74.004,7.601402334583733,15.423948170264971,2.0,Manhattan,New York County
634,Pending,700000,2,1.0,1566.0,40.724,-73.978,7.356918242356021,13.45883704259595,1.0,Manhattan,New York County
635,House for sale,1180000,4,4.0,1820.0,40.767,-73.738,7.507141079727608,13.981025843899115,4.0,Flushing,Queens County
636,Condo for sale,609000,2,2.0,1100.0,40.755,-73.833,7.00397413672268,13.31957518872681,2.0,Flushing,Queens County
637,Co-op for sale,250000,2,1.0,950.0,40.588,-73.971,6.85751406254539,12.429220196836383,1.0,Gravesend,Kings County
638,House for sale,689000,3,2.0,1728.0,40.679,-73.82,7.455298485683291,13.442998001373553,2.0,Jamaica,Queens County
639,Multi-family home for sale,585000,4,2.0,2680.0,40.608,-73.75,7.893945138235959,13.279368835614243,2.0,Far Rockaway,Queens County
640,Condo for sale,109500,3,1.0,550.0,40.62,-74.11,6.311734809152915,11.813037464800539,1.0,Castleton Corners,Richmond County
641,Co-op for sale,299000,3,1.0,640.0,40.758,-73.962,6.46302945692067,12.608202196848836,1.0,Manhattan,New York County
642,House for sale,995000,3,2.0,1987.0,40.629,-74.087,7.59488438721652,13.81049902116535,2.0,Silver Lake,Richmond County
643,Multi-family home for sale,1499000,6,2.0,3144.0,40.629,-74.027,8.05356916913454,14.22030944419592,2.0,Bay Ridge,Kings County
644,Co-op for sale,299000,2,1.0,900.0,40.763,-73.789,6.803505257608338,12.608202196848836,1.0,Flushing,Queens County
645,Co-op for sale,279000,3,1.0,550.0,40.871,-73.918,6.311734809152915,12.53897064502647,1.0,Manhattan,New York County
646,House for sale,235000,3,2.0,1728.0,40.68,-73.809,7.455298485683291,12.367345048436391,2.0,Jamaica,Queens County
647,Co-op for sale,17900000,6,4.0,900.0,40.771,-73.98,6.803505257608338,16.700311326676903,4.0,Manhattan,New York County
648,Townhouse for sale,950000,5,3.0,2288.0,40.663,-73.868,7.735870319952567,13.76421831620775,3.0,East New York,Kings County
649,House for sale,859000,2,2.0,950.0,40.775,-73.816,6.85751406254539,13.663525365110068,2.0,Flushing,Queens County
650,House for sale,1999000,5,4.0,2000.0,40.752,-73.892,7.601402334583733,14.508158113732536,4.0,Flushing,Queens County
651,Multi-family home for sale,1458888,8,2.3738608579684373,2988.0,40.718,-73.775,8.002694162283937,14.19318574510422,2.0,Jamaica,Queens County
652,House for sale,650000,5,3.0,1728.0,40.678,-73.928,7.455298485683291,13.384729180332174,3.0,Bedford-Stuyvesant,Kings County
653,House for sale,1100000,4,3.0,1400.0,40.623,-74.015,7.244941546337007,13.910821646859095,3.0,Dyker Heights,Kings County
654,Condo for sale,478900,1,1.0,554.0,40.726,-73.86,6.318968113746434,13.079249174447126,1.0,Rego Park,Queens County
655,Condo for sale,2795000,2,2.0,965.0,40.735,-73.994,6.873163834212518,14.843343022353025,2.0,Manhattan,New York County
656,Multi-family home for sale,560000,5,2.0,2624.0,40.637,-74.078,7.872836175025724,13.235693848424024,2.0,Mid Island,Richmond County
657,Multi-family home for sale,868000,3,4.0,2024.0,40.596,-74.1,7.613324979540639,13.673948145715556,4.0,Todt Hill,Richmond County
658,House for sale,999000,3,2.0,1728.0,40.756,-73.785,7.455298485683291,13.81451105863119,2.0,Flushing,Queens County
659,Multi-family home for sale,1590000,5,6.0,2680.0,40.673,-73.837,7.893945138235959,14.279245203127035,6.0,Jamaica,Queens County
660,Co-op for sale,149000,1,1.0,375.0,40.821,-73.94,6.111467339502679,11.91170829631447,1.0,Manhattan,New York County
661,House for sale,594900,4,2.0,1355.0,40.682,-73.728,7.212294468500341,13.296150284129366,2.0,Jamaica,Queens County
662,House for sale,799000,3,2.0,1728.0,40.615,-73.952,7.455298485683291,13.591117476312084,2.0,Midwood,Kings County
663,Multi-family home for sale,985000,6,5.0,2680.0,40.662,-73.758,7.893945138235959,13.800397935382136,5.0,Jamaica,Queens County
664,House for sale,685000,4,2.0,2625.0,40.695,-73.754,7.873217054862741,13.437175577097312,2.0,St. Albans,Queens County
665,Contingent,479888,3,2.0,1188.0,40.549,-74.215,7.080867896690782,13.08131010614167,2.0,Rossville,Richmond County
666,Pending,2500000,3,2.3738608579684373,1566.0,40.594,-73.974,7.356918242356021,14.731801689838349,2.0,Gravesend,Kings County
667,Condo for sale,355000,1,1.0,514.0,40.666,-73.961,6.244166900663736,12.779875885354993,1.0,Crown Heights,Kings County
668,Co-op for sale,260000,2,1.0,900.0,40.82,-73.953,6.803505257608338,12.468440756144114,1.0,Manhattan,New York County
669,Townhouse for sale,2600000,5,5.0,4057.0,40.685,-73.966,8.30844552038576,14.77102238760702,5.0,Clinton Hill,Kings County
671,Co-op for sale,220000,1,1.0,900.0,40.726,-73.857,6.803505257608338,12.301387370778713,1.0,Rego Park,Queens County
672,Co-op for sale,489000,2,2.0,1549.0,40.758,-73.716,7.346010209913293,13.100119813444692,2.0,Glen Oaks,Queens County
673,Multi-family home for sale,1288000,5,2.0,2375.0,40.604,-74.003,7.773173680482536,14.06860196204365,2.0,Bath Beach,Kings County
674,Condo for sale,200000,2,3.0,1260.0,40.761,-73.975,7.13966033596492,12.206077645517674,3.0,Manhattan,New York County
675,House for sale,625000,3,1.0,1728.0,40.716,-73.882,7.455298485683291,13.345508528717259,1.0,Flushing,Queens County
676,Condo for sale,2245000,2,3.0,1724.0,40.778,-73.955,7.45298232946546,14.624216524592692,3.0,Manhattan,New York County
677,House for sale,899000,3,2.0,1728.0,40.651,-73.841,7.455298485683291,13.70903942580019,2.0,Jamaica,Queens County
678,Townhouse for sale,575000,4,2.0,1330.0,40.668,-73.876,7.193685818395112,13.26212705890841,2.0,East New York,Kings County
679,House for sale,588888,4,2.0,1640.0,40.599,-74.182,7.403061091090091,13.285992989865358,2.0,Travis - Chelsea,Richmond County
680,Multi-family home for sale,650000,6,2.3738608579684373,2680.0,40.872,-73.842,7.893945138235959,13.384729180332174,2.0,East Bronx,Bronx County
681,Multi-family home for sale,899999,8,4.0,2680.0,40.653,-73.945,7.893945138235959,13.710150042306449,4.0,Little Haiti,Kings County
682,Co-op for sale,315000,1,1.0,850.0,40.752,-73.882,6.7464121285733745,12.660331092405906,1.0,Jackson Heights,Queens County
683,Multi-family home for sale,1599999,6,2.3738608579684373,4073.0,40.814,-73.802,8.31238059678675,14.28551418721001,2.0,East Bronx,Bronx County
684,Townhouse for sale,10000000,5,2.3738608579684373,5660.0,40.792,-73.967,8.64135583403666,16.118095750958314,2.0,Manhattan,New York County
685,House for sale,825000,4,2.0,2230.0,40.553,-74.165,7.7102051944325325,13.623139877437296,2.0,Eltingville,Richmond County
686,Contingent,795000,3,3.0,1860.0,40.576,-74.11,7.528869256642251,13.586098651497313,3.0,New Dorp,Richmond County
687,House for sale,690000,3,2.0,1325.0,40.617,-73.913,7.189922170745808,13.444448325847754,2.0,Mill Basin,Kings County
688,House for sale,1249949,4,4.0,2720.0,40.511,-74.239,7.908754738783246,14.038614108478463,4.0,Tottenville,Richmond County
689,House for sale,799000,4,3.0,1728.0,40.648,-73.904,7.455298485683291,13.591117476312084,3.0,Canarsie,Kings County
690,Co-op for sale,115000,3,1.0,900.0,40.71,-73.798,6.803505257608338,11.813037464800539,1.0,Jamaica,Queens County
691,House for sale,2088000,4,4.0,2394.0,40.78,-73.771,7.781138509845015,14.551717706911754,4.0,Flushing,Queens County
692,Condo for sale,699000,2,2.0,1766.0,40.577,-73.844,7.4770384723196965,13.457407451830088,2.0,Rockaway Park,Queens County
693,Co-op for sale,119000,1,1.0,650.0,40.852,-73.866,6.478509642208569,11.813037464800539,1.0,East Bronx,Bronx County
694,Multi-family home for sale,1275000,5,3.0,2680.0,40.756,-73.882,7.893945138235959,14.058457520888082,3.0,Flushing,Queens County
695,Condo for sale,410000,2,2.0,1100.0,40.667,-73.85,7.00397413672268,12.923914877701906,2.0,Howard Beach,Queens County
696,Co-op for sale,309900,2,1.0,900.0,40.89,-73.915,6.803505257608338,12.644008170618003,1.0,Riverdale,Bronx County
697,Condo for sale,435000,3,2.0,1034.0,40.869,-73.836,6.942156705699469,12.983103608918753,2.0,East Bronx,Bronx County
698,House for sale,879000,3,3.0,1728.0,40.785,-73.856,7.455298485683291,13.686541314323094,3.0,Flushing,Queens County
699,Co-op for sale,325000,3,1.0,622.0,40.819,-73.954,6.434546518787453,12.691583538230217,1.0,Manhattan,New York County
700,Co-op for sale,1900000,3,2.0,2200.0,40.716,-74.011,7.696667081526462,14.45736497045232,2.0,Manhattan,New York County
701,House for sale,868000,3,2.0,1728.0,40.716,-73.884,7.455298485683291,13.673948145715556,2.0,Flushing,Queens County
702,Multi-family home for sale,1770000,7,4.0,2680.0,40.789,-73.839,7.893945138235959,14.386490669521603,4.0,College Point,Queens County
703,Multi-family home for sale,899000,5,3.0,1480.0,40.725,-73.89,7.300472814267799,13.70903942580019,3.0,Maspeth,Queens County
704,Pending,990000,2,2.0,960.0,40.69,-73.945,6.8679744089702925,13.805461232211272,2.0,Bedford-Stuyvesant,Kings County
705,House for sale,818000,3,3.0,1728.0,40.74,-73.827,7.455298485683291,13.614618838078025,3.0,Flushing,Queens County
706,House for sale,409000,4,2.0,1728.0,40.726,-73.82,7.455298485683291,12.921472880009725,2.0,Flushing,Queens County
707,Pending,679000,3,2.0,1474.0,40.575,-74.004,7.29641326877392,13.428377879293798,2.0,Seagate,Kings County
708,Co-op for sale,259000,1,1.0,900.0,40.72,-73.836,6.803505257608338,12.464587201678082,1.0,Forest Hills,Queens County
709,House for sale,850000,6,3.0,2280.0,40.668,-73.995,7.732369222284388,13.652992804936396,3.0,Gowanus,Kings County
710,Townhouse for sale,8750000,6,6.0,6000.0,40.628,-74.038,8.699681400989514,15.984564372619506,6.0,Bay Ridge,Kings County
711,House for sale,495000,2,2.0,953.0,40.623,-74.16,6.860663671448287,13.112315061750808,2.0,Mid Island,Richmond County
712,Co-op for sale,825000,2,1.0,800.0,40.66,-73.979,6.68586094706836,13.623139877437296,1.0,Windsor Terrace,Kings County
713,Co-op for sale,1075000,4,2.0,1800.0,40.749,-73.883,7.496097345175956,13.887832149776026,2.0,Jackson Heights,Queens County
714,House for sale,1950000,5,4.0,4000.0,40.906,-73.911,8.294299608857235,14.48334044336031,4.0,North Riverdale,Bronx County
715,House for sale,6800000,7,2.3738608579684373,5130.0,40.596,-74.114,8.543055850941965,15.732433317205148,2.0,Staten Island,Richmond County
716,Condo for sale,578000,2,2.0,900.0,40.727,-73.893,6.803505257608338,13.267330877756825,2.0,Maspeth,Queens County
