,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
1963,Multi-family home for sale,1299000,5,2.0,,40.659,-73.998,,14.07710606547538,2.0,Sunset Park,Kings County
1964,Co-op for sale,140000,1,1.0,,40.826,-73.926,,11.849404844423074,1.0,Concourse,Bronx County
1965,Co-op for sale,279000,1,1.0,,40.728,-73.847,,12.53897064502647,1.0,Forest Hills,Queens County
1966,Condo for sale,1995000,2,2.0,1562.0,40.785,-73.979,7.354362330421477,14.506155109559108,2.0,Manhattan,New York County
1967,Co-op for sale,329000,2,1.0,,40.739,-73.777,,12.703816069256568,1.0,Fresh Meadows,Queens County
1968,Condo for sale,750000,1,1.0,943.0,40.687,-74.0,6.8501261661455,13.527829818844937,1.0,Cobble Hill,Kings County
1969,Multi-family home for sale,999990,6,4.0,,40.712,-73.743,,13.815501557923774,4.0,Jamaica,Queens County
1970,Co-op for sale,430000,3,1.0,,40.748,-73.972,,12.971542813248437,1.0,Manhattan,New York County
1971,Contingent,349000,3,2.0,1180.0,40.62,-74.155,7.074116816197362,12.762830066509972,2.0,Mid Island,Richmond County
1972,House for sale,599000,3,2.0,1052.0,40.875,-73.855,6.959398512133975,13.303018546545275,2.0,Williamsbridge,Bronx County
1973,Co-op for sale,175000,1,1.0,800.0,40.598,-73.935,6.68586094706836,12.07254696717504,1.0,Sheepshead Bay,Kings County
1974,House for sale,999000,4,4.0,3570.0,40.59,-74.152,8.18060094759445,13.81451105863119,4.0,New Springville,Richmond County
1975,Townhouse for sale,1335000,3,2.0,,40.689,-73.94,,14.104442598879876,2.0,Bedford-Stuyvesant,Kings County
1976,House for sale,849999,2,2.0,1365.0,40.562,-74.105,7.2196420401307355,13.652991628466498,2.0,New Dorp Beach,Richmond County
1977,Co-op for sale,136999,1,1.0,750.0,40.853,-73.865,6.621405651764134,11.827736204810263,1.0,East Bronx,Bronx County
1978,Condo for sale,699000,2,2.0,1320.0,40.578,-73.837,7.186144304522325,13.457407451830088,2.0,Rockaway Park,Queens County
1979,Co-op for sale,329000,1,1.0,,40.854,-73.938,,12.703816069256568,1.0,Manhattan,New York County
1980,Co-op for sale,825000,1,1.0,750.0,40.747,-73.98,6.621405651764134,13.623139877437296,1.0,Manhattan,New York County
1981,Co-op for sale,685000,1,1.0,,40.675,-73.973,,13.437175577097312,1.0,Park Slope,Kings County
1982,Condo for sale,4100000,3,4.0,2200.0,40.775,-73.99,7.696667081526462,15.226497775576945,4.0,Manhattan,New York County
1983,Condo for sale,8850000,3,4.0,5094.0,40.725,-74.005,8.536014945656826,15.995928129978456,4.0,Manhattan,New York County
1984,Co-op for sale,189000,1,1.0,,40.711,-73.797,,12.149507585033072,1.0,Jamaica,Queens County
1985,House for sale,8999999,6,6.0,5500.0,40.764,-73.966,8.612685172875459,16.012735135300492,6.0,Manhattan,New York County
1986,Condo for sale,408000,1,1.0,787.0,40.586,-73.988,6.669498089857879,12.919024904363686,1.0,Brooklyn,Kings County
1987,Condo for sale,559000,1,1.0,830.0,40.58,-73.966,6.7226297948554485,13.233906541044401,1.0,Brighton Beach,Kings County
1988,Pending,949000,4,4.0,2920.0,40.613,-74.133,7.979681302387741,13.76316513133229,4.0,Mid Island,Richmond County
1989,Co-op for sale,379000,2,1.0,1000.0,40.621,-73.956,6.90875477931522,12.84529412258351,1.0,Midwood,Kings County
1990,Co-op for sale,815000,1,1.0,630.0,40.74,-73.988,6.447305862541213,13.610944619216111,1.0,Manhattan,New York County
1991,Co-op for sale,599000,2,2.0,1200.0,40.619,-74.032,7.0909098220799835,13.303018546545275,2.0,Fort Hamilton,Kings County
1992,Co-op for sale,280000,2,2.0,975.0,40.865,-73.907,6.883462586413092,12.54254845357358,2.0,Fordham Manor,Bronx County
1993,House for sale,3999500,3,2.3738608579684373,,40.847,-73.908,,15.201680161302237,2.0,West Bronx,Bronx County
1994,Multi-family home for sale,875000,9,6.0,5712.0,40.649,-73.929,8.650499558724462,13.681980308196241,6.0,East Flatbush,Kings County
1995,Co-op for sale,310000,2,1.0,,40.732,-73.827,,12.644330802262578,1.0,Flushing,Queens County
1996,Townhouse for sale,1299900,6,4.0,2504.0,40.637,-74.15,7.826044013518965,14.07779866568576,4.0,Mariners Harbor,Richmond County
1997,Condo for sale,2225000,2,2.0,1420.0,40.744,-73.976,7.259116128097101,14.615267923020578,2.0,Manhattan,New York County
1998,Condo for sale,1530000,2,2.0,1229.0,40.71,-73.968,7.114769448366463,14.240778946963175,2.0,Southside,Kings County
1999,House for sale,594900,3,2.0,1224.0,40.638,-73.907,7.110696122978827,13.296150284129366,2.0,Canarsie,Kings County
2000,Multi-family home for sale,1080000,8,5.0,,40.817,-73.813,,13.8924725250259,5.0,East Bronx,Bronx County
2001,Pending,1425000,4,3.0,,40.772,-73.804,,14.169683073439028,3.0,Flushing,Queens County
2002,Multi-family home for sale,1399888,7,4.0,3682.0,40.613,-73.918,8.211482916445066,14.151903505727923,4.0,Mill Basin,Kings County
2003,Pending,36000000,8,10.0,16000.0,40.776,-73.963,9.680406499268875,17.399029524198163,10.0,Manhattan,New York County
2004,Co-op for sale,575000,2,2.0,,40.729,-73.854,,13.26212705890841,2.0,Flushing,Queens County
2005,Co-op for sale,850000,1,1.0,,40.734,-74.007,,13.652992804936396,1.0,Manhattan,New York County
2006,Townhouse for sale,1288000,3,2.0,,40.621,-74.013,,14.06860196204365,2.0,Dyker Heights,Kings County
2007,Co-op for sale,309000,1,2.0,1074.0,40.758,-73.716,6.980075940561763,12.6410997921206,2.0,Glen Oaks,Queens County
2008,Co-op for sale,999000,3,1.0,,40.798,-73.971,,13.81451105863119,1.0,Manhattan,New York County
2009,House for sale,2700000,5,2.0,2690.0,40.58,-73.949,7.897668150726906,14.80876270134486,2.0,Manhattan Beach,Kings County
2010,Co-op for sale,399000,3,2.0,,40.81,-73.938,,12.896719202134523,2.0,Manhattan,New York County
2011,House for sale,554900,3,2.0,1890.0,40.885,-73.861,7.544861068658458,13.226544998438879,2.0,Williamsbridge,Bronx County
2012,Condo for sale,399000,1,1.0,561.0,40.584,-73.942,6.331501849893691,12.896719202134523,1.0,Sheepshead Bay,Kings County
2013,Condo for sale,675000,2,2.0,904.0,40.732,-73.867,6.807934943699926,13.42246945133505,2.0,Rego Park,Queens County
2014,Co-op for sale,225000,1,1.0,,40.786,-73.802,,12.323860125621126,1.0,Whitestone,Queens County
2015,Multi-family home for sale,999999,3,2.0,,40.739,-73.868,,13.815510557964274,2.0,Elmhurst,Queens County
2016,Condo for sale,164999,3,1.0,400.0,40.645,-74.079,5.993961427306569,12.013700752882718,1.0,Mid Island,Richmond County
2017,Condo for sale,13000000,4,4.0,3844.0,40.738,-74.009,8.254528881939745,16.380459992348886,4.0,Manhattan,New York County
2018,Co-op for sale,235000,1,1.0,,40.712,-73.834,,12.367345048436391,1.0,Kew Gardens,Queens County
2019,Condo for sale,29000000,5,2.3738608579684373,5508.0,40.78,-73.954,8.614138397472717,17.182806422433504,2.0,Manhattan,New York County
2020,Co-op for sale,715000,3,1.0,983.0,40.733,-73.986,6.891625897052253,13.480039220276565,1.0,Manhattan,New York County
2021,Co-op for sale,565000,2,1.0,,40.711,-73.95,,13.244582780038517,1.0,Southside,Kings County
2022,Townhouse for sale,1650000,7,6.0,,40.829,-73.946,,14.316286451937186,6.0,Manhattan,New York County
2023,Co-op for sale,1200000,2,2.0,1100.0,40.653,-73.973,7.00397413672268,13.997832948091215,2.0,Windsor Terrace,Kings County
2024,Multi-family home for sale,3975000,4,4.0,3181.0,40.727,-73.949,8.065265208897733,15.195535557642865,4.0,Greenpoint,Kings County
2025,Co-op for sale,1049000,2,1.0,,40.732,-74.01,,13.863348840666827,1.0,Manhattan,New York County
2026,House for sale,949900,4,2.0,1680.0,40.622,-74.141,7.427144133408616,13.764113047620114,2.0,Mid Island,Richmond County
2027,Multi-family home for sale,1199000,6,3.0,,40.711,-73.872,,13.99699926803766,3.0,Middle Village,Queens County
2028,Pending,765000,4,2.0,,40.771,-73.733,,13.547632419997361,2.0,Flushing,Queens County
2029,Townhouse for sale,849000,3,2.0,1296.0,40.715,-73.878,7.167809184316444,13.651815643149092,2.0,Flushing,Queens County
2030,Multi-family home for sale,999000,4,3.0,,40.715,-73.91,,13.81451105863119,3.0,Flushing,Queens County
2031,Multi-family home for sale,1280000,9,6.0,,40.747,-73.864,,14.062371417145494,6.0,Flushing,Queens County
2032,Pending,1999000,3,4.0,2840.0,40.579,-73.943,7.951911381854188,14.508158113732536,4.0,Manhattan Beach,Kings County
2033,Co-op for sale,560000,1,1.0,700.0,40.747,-73.977,6.55250788703459,13.235693848424024,1.0,Manhattan,New York County
2034,House for sale,26995000,8,10.0,8360.0,40.778,-73.963,9.031333316150057,17.11116225867842,10.0,Manhattan,New York County
2035,Multi-family home for sale,1450000,5,4.0,3252.0,40.55,-74.186,8.087332926473351,14.187074804051692,4.0,Woodrow,Richmond County
2036,Multi-family home for sale,1599000,5,3.0,2424.0,40.606,-73.916,7.793586803371584,14.284889617206765,3.0,Mill Basin,Kings County
2037,Co-op for sale,255000,1,1.0,650.0,40.729,-73.849,6.478509642208569,12.449022745701502,1.0,Forest Hills,Queens County
2038,Co-op for sale,995000,2,2.0,,40.748,-74.002,,13.81049902116535,2.0,Manhattan,New York County
2039,Multi-family home for sale,5827000,3,2.3738608579684373,55300.0,40.735,-73.857,10.920546270529568,15.578013017740092,2.0,Rego Park,Queens County
2040,Co-op for sale,569000,2,2.0,,40.734,-73.862,,13.251637470576167,2.0,Rego Park,Queens County
2041,Co-op for sale,7195000,3,4.0,,40.766,-73.971,,15.788897037289003,4.0,Manhattan,New York County
2042,Co-op for sale,398000,3,1.0,,40.775,-73.909,,12.894209796826232,1.0,Astoria,Queens County
2043,Townhouse for sale,3200000,4,4.0,3200.0,40.682,-74.001,8.071218539969863,14.978661680269907,4.0,Carroll Gardens,Kings County
2044,House for sale,799999,3,4.0,2337.0,40.513,-74.203,7.757051142032013,13.592367006650065,4.0,Prince's Bay,Richmond County
2045,Pending,758888,4,2.0,,40.748,-73.875,,13.539610800623628,2.0,Elmhurst,Queens County
2046,House for sale,619999,3,2.0,,40.66,-73.901,,13.337474757021274,2.0,Brownsville,Kings County
2047,Condo for sale,198000,1,1.0,1000.0,40.619,-74.107,6.90875477931522,12.19602736016897,1.0,Castleton Corners,Richmond County
2048,House for sale,485000,2,1.0,560.0,40.585,-73.937,6.329720905522696,13.091906231773164,1.0,Sheepshead Bay,Kings County
2049,House for sale,859000,3,2.0,,40.622,-73.905,,13.663525365110068,2.0,Bergen Beach,Kings County
2050,Co-op for sale,359000,2,1.0,,40.784,-73.781,,12.791080452981857,1.0,Bayside,Queens County
2051,Co-op for sale,725000,2,2.0,,40.751,-73.889,,13.493928313146206,2.0,Jackson Heights,Queens County
2052,Co-op for sale,575000,2,1.0,,40.749,-73.917,,13.26212705890841,1.0,Sunnyside,Queens County
2053,Multi-family home for sale,1288000,5,5.0,2500.0,40.737,-73.9,7.824445930877619,14.06860196204365,5.0,Flushing,Queens County
2054,House for sale,589000,2,2.0,1808.0,40.538,-74.143,7.500529485395295,13.286183160425152,2.0,Great Kills,Richmond County
2055,Co-op for sale,239000,1,1.0,,40.732,-73.844,,12.384223015005313,1.0,Forest Hills,Queens County
2056,Townhouse for sale,2050000,7,4.0,5200.0,40.8,-73.937,8.556606193773073,14.53335083891935,4.0,Manhattan,New York County
2057,Co-op for sale,259000,3,1.0,250.0,40.75,-73.971,5.5254529391317835,12.464587201678082,1.0,Manhattan,New York County
2058,Co-op for sale,900000,2,2.0,,40.782,-73.981,,13.710151153416941,2.0,Manhattan,New York County
2059,Co-op for sale,219000,3,1.0,550.0,40.621,-73.969,6.311734809152915,12.296831574998258,1.0,Midwood,Kings County
2060,Condo for sale,1795000,3,2.0,1773.0,40.81,-73.943,7.480992162869525,14.400516137007425,2.0,Manhattan,New York County
2061,Multi-family home for sale,2290000,4,5.0,,40.787,-73.783,,14.64406281221155,5.0,Flushing,Queens County
2062,Townhouse for sale,10850000,4,2.3738608579684373,13000.0,40.766,-73.967,9.472781556562168,16.19967573011664,2.0,Manhattan,New York County
2063,Condo for sale,699000,2,2.0,1519.0,40.816,-73.943,7.326465613840322,13.457407451830088,2.0,Manhattan,New York County
2064,House for sale,998000,3,2.0,,40.729,-73.777,,13.813509557297108,2.0,Jamaica,Queens County
2065,House for sale,1100000,3,2.3738608579684373,,40.614,-73.953,,13.910821646859095,2.0,Midwood,Kings County
2066,Co-op for sale,425000,3,2.0,1300.0,40.738,-73.847,7.170888478512505,12.959846800844963,2.0,Forest Hills,Queens County
2067,Condo for sale,2750000,3,3.0,2782.0,40.681,-74.01,7.931284761525891,14.827111833279051,3.0,Red Hook,Kings County
2068,Co-op for sale,279999,1,1.0,790.0,40.584,-73.932,6.673297967767654,12.542544882151386,1.0,Sheepshead Bay,Kings County
2069,House for sale,715000,3,2.0,,40.695,-73.865,,13.480039220276565,2.0,Jamaica,Queens County
2070,Condo for sale,980000,3,3.0,1574.0,40.605,-73.978,7.362010551259734,13.795308871054397,3.0,Gravesend,Kings County
2071,Multi-family home for sale,949000,6,3.0,,40.71,-73.761,,13.76316513133229,3.0,Hollis,Queens County
2072,Co-op for sale,1600000,4,2.0,2350.0,40.705,-74.012,7.762596048540069,14.285514812209815,2.0,Manhattan,New York County
2073,Co-op for sale,640000,2,1.0,,40.73,-73.983,,13.369225017834633,1.0,Manhattan,New York County
2074,Multi-family home for sale,1299999,7,5.0,,40.628,-73.918,,14.077874822431765,5.0,Bergen Beach,Kings County
2075,Co-op for sale,250000,1,2.0,740.0,40.913,-73.902,6.608000625296087,12.429220196836383,2.0,North Riverdale,Bronx County
2076,Pending,1188000,3,2.3738608579684373,,40.72,-73.778,,13.987782620655215,2.0,Jamaica,Queens County
2077,Multi-family home for sale,1350000,7,4.0,2800.0,40.742,-73.869,7.937731775260109,14.115615891155079,4.0,Elmhurst,Queens County
2078,Contingent,725000,3,2.3738608579684373,1498.0,40.589,-74.161,7.312553498102598,13.493928313146206,2.0,New Springville,Richmond County
2079,Co-op for sale,309000,1,1.0,850.0,40.729,-73.849,6.7464121285733745,12.6410997921206,1.0,Forest Hills,Queens County
2080,House for sale,914999,4,2.0,,40.791,-73.847,,13.726679344257658,2.0,Flushing,Queens County
2081,Condo for sale,600000,3,1.0,,40.76,-73.995,,13.304686600863562,1.0,Manhattan,New York County
2082,House for sale,1750000,4,3.0,3225.0,40.633,-74.03,8.078998258685154,14.375126917328105,3.0,Bay Ridge,Kings County
2083,Condo for sale,950000,3,2.0,1401.0,40.605,-73.978,7.2456550675945355,13.76421831620775,2.0,Gravesend,Kings County
2084,Multi-family home for sale,850000,5,3.0,,40.674,-73.877,,13.652992804936396,3.0,East New York,Kings County
2085,Condo for sale,5000000,2,2.0,2522.0,40.724,-74.001,7.833203948641057,15.424948670398354,2.0,Manhattan,New York County
2086,House for sale,1050000,3,2.0,1870.0,40.833,-73.817,7.534228326274089,13.864301674514206,2.0,East Bronx,Bronx County
2087,Condo for sale,1390000,4,3.0,1950.0,40.626,-73.982,7.576097340623111,14.144815024531075,3.0,Mapleton,Kings County
2088,Co-op for sale,400000,3,1.0,,40.726,-74.002,,12.899222326086994,1.0,Manhattan,New York County
2089,House for sale,750000,3,2.0,,40.674,-73.818,,13.527829818844937,2.0,Jamaica,Queens County
2090,Condo for sale,9995000,3,4.0,2926.0,40.741,-73.982,7.9817332866918855,16.117595625966658,4.0,Manhattan,New York County
2091,Co-op for sale,529000,2,2.0,1200.0,40.744,-73.887,7.0909098220799835,13.178745601197818,2.0,Elmhurst,Queens County
2092,House for sale,1328888,3,2.0,1440.0,40.609,-73.983,7.273092595999522,14.099853812762577,2.0,Bensonhurst,Kings County
2093,Townhouse for sale,478888,2,2.0,1159.0,40.587,-74.164,7.05617528410041,13.079224116762246,2.0,New Springville,Richmond County
2094,Condo for sale,1350000,1,1.0,850.0,40.771,-73.965,6.7464121285733745,14.115615891155079,1.0,Manhattan,New York County
2095,Co-op for sale,2250000,2,2.0,,40.737,-74.004,,14.626441218624949,2.0,Manhattan,New York County
2096,House for sale,728000,2,1.0,1440.0,40.773,-73.803,7.273092595999522,13.498057700804253,1.0,Flushing,Queens County
2097,Co-op for sale,239900,1,1.0,,40.783,-73.8,,12.3879816172226,1.0,Whitestone,Queens County
2098,For sale,3399000,6,4.0,5000.0,40.68,-73.957,8.517393171418904,15.038992122882387,4.0,Bedford-Stuyvesant,Kings County
2099,Condo for sale,2750000,2,2.0,1892.0,40.735,-73.986,7.545918151209323,14.827111833279051,2.0,Manhattan,New York County
2100,Condo for sale,2095000,2,2.0,1600.0,40.76,-73.961,7.3783837129967145,14.55506458866523,2.0,Manhattan,New York County
2101,Co-op for sale,199900,3,1.0,550.0,40.729,-73.849,6.311734809152915,12.20557752297723,1.0,Forest Hills,Queens County
2102,Co-op for sale,2500000,3,3.0,,40.782,-73.982,,14.731801689838349,3.0,Manhattan,New York County
2103,Multi-family home for sale,1399999,4,4.0,2776.0,40.537,-74.184,7.9291264873067995,14.151982794585487,4.0,Woodrow,Richmond County
2104,House for sale,2300000,3,2.0,2800.0,40.79,-73.842,7.937731775260109,14.648420115681892,2.0,Flushing,Queens County
2105,House for sale,735000,3,2.0,,40.679,-73.812,,13.507627138738266,2.0,Jamaica,Queens County
2106,Co-op for sale,399990,2,1.0,1000.0,40.721,-73.841,6.90875477931522,12.89919732583699,1.0,Flushing,Queens County
2107,Multi-family home for sale,850000,3,3.0,2646.0,40.579,-73.963,7.881182202227102,13.652992804936396,3.0,Brighton Beach,Kings County
2108,Co-op for sale,215000,3,1.0,625.0,40.732,-73.857,6.439350371100098,12.278397958261774,1.0,Rego Park,Queens County
2109,Co-op for sale,130000,1,1.0,720.0,40.853,-73.867,6.580639137284949,11.775297421715827,1.0,East Bronx,Bronx County
2110,Condo for sale,16995000,4,4.0,3310.0,40.741,-73.988,8.105005537547246,16.64842979995319,4.0,Manhattan,New York County
2111,Co-op for sale,1195000,3,2.0,,40.799,-73.97,,13.993657580167481,2.0,Manhattan,New York County
2112,Co-op for sale,679000,1,1.0,,40.854,-73.939,,13.428377879293798,1.0,Manhattan,New York County
2113,Contingent,299998,2,1.0,1200.0,40.608,-74.074,7.0909098220799835,12.61153442029945,1.0,Rosebank,Richmond County
2114,Condo for sale,690000,2,2.0,942.0,40.609,-73.981,6.849066282633458,13.444448325847754,2.0,Bensonhurst,Kings County
2115,Co-op for sale,185000,2,1.0,854.0,40.598,-73.935,6.75110146893676,12.128116509451258,1.0,Sheepshead Bay,Kings County
2116,Pending,859000,3,2.0,,40.734,-73.846,,13.663525365110068,2.0,Forest Hills,Queens County
2117,Multi-family home for sale,928888,4,2.0,1480.0,40.787,-73.848,7.300472814267799,13.741744527341883,2.0,Flushing,Queens County
2118,Condo for sale,780000,2,2.0,955.0,40.757,-73.832,6.862757913051401,13.567050480716235,2.0,Flushing,Queens County
2119,House for sale,1190000,3,2.0,1360.0,40.621,-74.033,7.215975002651466,13.989464705423494,2.0,Fort Hamilton,Kings County
2120,Co-op for sale,1400000,2,2.0,,40.778,-73.983,,14.151983508870947,2.0,Manhattan,New York County
2121,Co-op for sale,599000,2,1.0,1100.0,40.749,-73.978,7.00397413672268,13.303018546545275,1.0,Manhattan,New York County
2122,Condo for sale,639999,3,2.0,1180.0,40.887,-73.903,7.074116816197362,13.369223455335854,2.0,Kingsbridge,Bronx County
2123,Co-op for sale,799000,1,1.0,,40.754,-73.998,,13.591117476312084,1.0,Manhattan,New York County
2124,Condo for sale,14950000,3,4.0,3228.0,40.742,-73.991,8.079927770758275,16.5202219246906,4.0,Manhattan,New York County
2125,House for sale,749000,3,2.0,1600.0,40.545,-74.159,7.3783837129967145,13.52649559761195,2.0,Eltingville,Richmond County
2126,Condo for sale,2999999,4,4.0,3100.0,40.796,-73.949,8.03947991910045,14.914122846632385,4.0,Manhattan,New York County
2127,Pending,599000,2,3.0,,40.769,-73.988,,13.303018546545275,3.0,Manhattan,New York County
2128,Co-op for sale,2700000,2,2.0,,40.734,-73.995,,14.80876270134486,2.0,Manhattan,New York County
2129,Townhouse for sale,3995000,4,4.0,3412.0,40.686,-74.003,8.135346948906706,15.200554387495371,4.0,Columbia Street Waterfront District,Kings County
2130,House for sale,2235000,3,4.0,2750.0,40.578,-73.947,7.919719760924575,14.619752233457,4.0,Manhattan Beach,Kings County
2131,House for sale,620000,3,2.0,1400.0,40.846,-73.836,7.244941546337007,13.3374763699232,2.0,Pelham Bay,Bronx County
2132,Co-op for sale,1695000,4,4.0,,40.709,-74.009,,14.343193888767015,4.0,Manhattan,New York County
2133,Condo for sale,1999999,3,2.0,1865.0,40.721,-73.943,7.531552381407289,14.508657738524219,2.0,Greenpoint,Kings County
2134,Condo for sale,1150000,2,2.0,1850.0,40.788,-73.787,7.523481312573497,13.955273369904273,2.0,Bayside,Queens County
2135,Co-op for sale,339000,2,1.0,822.0,40.822,-73.811,6.71295620067707,12.733758336210744,1.0,East Bronx,Bronx County
2136,House for sale,1390000,5,2.0,,40.736,-73.899,,14.144815024531075,2.0,Flushing,Queens County
